checkoutyear,rank_in_year,total_sampled_checkouts,usageclass,checkouttype,materialtype,title,isbn,creator,subjects,publisher,publicationyear,sample_design
2018,8,309,Physical,Horizon,BOOK,My new friend is so fun! / by Mo Willems.,,"Willems, Mo","Humorous stories, Best friends Juvenile fiction, Friendship Juvenile fiction, Animals Juvenile fiction","Hyperion Books for Children,",[2014],balanced_by_year_and_usageclass
2018,9,293,Physical,Horizon,BOOK,"Comics Squad : lunch! / edited by Jennifer Holm, Matthew Holm & Jarrett J. Krosoczka ; comics by Cece Bell, Jeffrey Brown, Cecil Castellucci & Sara Varon, Nathan Hale, Jennifer L. Holm & Matthew Holm, Jarrett J. Krosoczka, Peanuts, Jason Shiga.",,,"School lunchrooms cafeterias etc Comic books strips etc, Luncheons Comic books strips etc, Schools Comic books strips etc, Luncheons Fiction, School lunchrooms cafeterias etc Fiction, Schools Fiction, Humorous stories, Cartoons and comics, Graphic novels","Random House,",[2016],balanced_by_year_and_usageclass
2018,10,270,Physical,Horizon,BOOK,"Comics Squad : recess! / edited by Jennifer L. Holm, Matthew Holm, and Jarrett J. Krosoczka ; comics by Jennifer L. Holm & Matthew Holm, Jarrett J. Krosoczka, Dav Pilkey, Dan Santat, Raina Telgemeier & Dave Roman, Ursula Vernon, Eric Wight, Gene Luen Yang.",,,"School recess breaks Juvenile fiction, Schools Juvenile fiction, Humorous stories American, Childrens stories American, Recess Fiction, Humorous stories, Short stories, Graphic novels","Random House,",[2014],balanced_by_year_and_usageclass
2019,1,3674,Physical,Horizon,BOOK,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
2019,2,1338,Physical,Horizon,BOOK,The other Americans / Laila Lalami.,,"Lalami, Laila, 1968-","Immigrants Fiction, Murder Fiction, Family secrets Fiction, Suspense fiction","Pantheon Books,",[2019],balanced_by_year_and_usageclass
2019,3,551,Physical,Horizon,BOOK,My new friend is so fun! / by Mo Willems.,,"Willems, Mo","Humorous stories, Best friends Juvenile fiction, Friendship Juvenile fiction, Animals Juvenile fiction","Hyperion Books for Children,",[2014],balanced_by_year_and_usageclass
2019,4,373,Physical,Horizon,VIDEODISC,"Columbus / Oscilloscope Laboratories ; Superlative Films ; Depth of Field ; in association with Nonetheless Productions ; produced by Andrew Miano, Aaron Boyd, Danielle Renfrew Behrens, Chris Weitz, Giulia Caruso, Ki Jin Kim ; written and directed by Kogonada.",,,"Interpersonal relations Drama, Architecture Drama, Columbus Ind Drama, Feature films, Fiction films, Video recordings for the hearing impaired","Oscilloscope Laboratories,",[2019],balanced_by_year_and_usageclass
2019,5,297,Physical,Horizon,BOOK | SOUNDDISC,The other woman / Daniel Silva.,,"Silva, Daniel, 1960-","Allon Gabriel Fictitious character Fiction, Intelligence officers Fiction, Terrorists Fiction, Paris France Fiction, Spy fiction, Thrillers Fiction | Allon Gabriel Fictitious character Fiction, Intelligence officers Fiction, Terrorists Fiction, Terrorism Prevention Fiction, Paris France Fiction, Audiobooks, Thrillers Fiction, Spy fiction, Spy stories, Suspense fiction","Harper Audio, | Harper, an imprint of HarperCollinsPublishers,",2018 | [2018],balanced_by_year_and_usageclass
2019,6,295,Physical,Horizon,BOOK,"Come as you are : the surprising new science that will transform your sex life / Emily Nagoski, Ph.D.",,"Nagoski, Emily","Sex instruction for women, Sexual health, Women Sexual behavior, Women Health and hygiene","Simon & Schuster,",[2015],balanced_by_year_and_usageclass
2019,7,287,Physical,Horizon,BOOK,"Comics Squad : detention! / edited by Jennifer L. Holm, Matthew Holm & Jarrett J. Krosoczka.",,,"Schools Comic books strips etc, Conduct of life Comic books strips etc, Humorous comics, Comics Graphic works, Graphic novels","Random House Children's Books, a division of Penguin Random House LLC,",[2017],balanced_by_year_and_usageclass
2019,8,287,Physical,Horizon,VIDEODISC,My neighbor Totoro / Gkids ; a Studio Ghibli production ; Tokuma Shoten ; original story and screenplay by Hayao Miyazaki ; directed by Hayao Miyazaki.,,,"Sisters Juvenile drama, Fathers and daughters Juvenile drama, Spirits Juvenile drama, Animals Mythical Juvenile drama, Japan Juvenile drama, Feature films, Fantasy films, Action and adventure films, Childrens films, Animated films, Fiction films, Motion pictures Japanese, Video recordings for the hearing impaired","Shout! Factory,",[2017],balanced_by_year_and_usageclass
2019,9,277,Physical,Horizon,BOOK,The outsider : a novel / Stephen King.,,"King, Stephen, 1947-","Murder Investigation Fiction, Evidence Criminal Fiction, Horror fiction, Thrillers Fiction","Scribner,",2018.,balanced_by_year_and_usageclass
2019,10,274,Physical,Horizon,VIDEODISC,"Colossal / Universal ; Neon ; in association with Route One Entertainment and Union Investment Partners ; a Voltage Pictures, Sayaka Producciones and Brightlight Pictures production ; produced by Nahikari Ipina, Russell Levine, Niolas Chartier, Zev Foreman, Dominic Rustam ; written and directed by Nacho Vigalondo.",,,"Young women Drama, Man woman relationships Drama, Moving Household Drama, Monsters Drama, Seoul Korea Drama, Monster films, Feature films, Science fiction films, Comedy films, Fiction films, Video recordings for the hearing impaired","Universal Pictures Home Entertainment,",[2017],balanced_by_year_and_usageclass
2020,1,1172,Physical,Horizon,BOOK,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
2020,2,350,Physical,Horizon,VIDEODISC,"The peanut butter falcon / Roadside Attractions ; Endeavor Content ; an Armory Films/Bona Fide production ; a film by Lucky Treehouse ; written and directed by Tyler Nilson & Michael Schwartz ; produced by Albert Berger & Ron Yerxa, Christopher Lemole & Tim Zajaros, Lije Sarki, David Thies.",,,"Down syndrome Drama, Wrestling Drama, Feature films, Action and adventure films, Comedy films, Fiction films, Video recordings for the hearing impaired","Lionsgate,",[2019],balanced_by_year_and_usageclass
2020,3,268,Physical,Horizon,BOOK,Nature obscura : a city's hidden natural world / Kelly Brenner.,,"Brenner, Kelly","Nature Effect of human beings on, Urban ecology Biology, Urban animals","Mountaineers Books,",[2020],balanced_by_year_and_usageclass
2020,4,188,Physical,Horizon,BOOK,My new friend is so fun! / by Mo Willems.,,"Willems, Mo","Humorous stories, Best friends Juvenile fiction, Friendship Juvenile fiction, Animals Juvenile fiction","Hyperion Books for Children,",[2014],balanced_by_year_and_usageclass
2020,5,177,Physical,Horizon,VIDEODISC,"Cold pursuit / Summit Entertainment ; Studiocanal ; Mas Production ; Paradox ; directed by Hans Petter Moland ; screenplay by Frank Baldwin ; produced by Michael Shamberg, Ameet Shukla, Stein Kvae, Finn Gjerdrum.",,,"Revenge Drama, Grief Drama, Vigilantes Drama, Feature films, Thrillers Motion pictures, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Summit Entertainment/Lionsgate,",[2019],balanced_by_year_and_usageclass
2020,6,131,Physical,Horizon,VIDEODISC,"The old man & the gun / Fox Searchlight Pictures ; in association with Endgame Entertainment ; a CNE production ; a Sailor Bear Film production ; an Identity Films production ; a Tango Productions production ; a Wildwood Enterprises production ; produced by James D. Stern, Dawn Ostroff, Jeremy Steckler, Anthony Mastromauro, Bill Holderman, Toby Halbrooks, James M. Johnston, Robert Redford ; written and directed by David Lowery.",,,"Escapes Drama, Fugitives from justice Drama, Feature films, Biographical films, Caper films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Twentieth Century Fox Home Entertainment,",[2019],balanced_by_year_and_usageclass
2020,7,127,Physical,Horizon,VIDEODISC,"Colette / Universal ; Bleecker Street ; 30 West ; Bold Films ; BFI ; a Killer Films and Number 9 Films production ; produced by Elizabeth Karlsen, Stephen Woolley, Pamela Koffler, Christine Vachon, Michel Litvak, Gary Michael Walters ; story by Richard Glatzer ; screenplay by Richard Glatzer & Wash Westmoreland & Rebecca Lenkiewicz ; directed by Wash Westmoreland.",,,"Colette 1873 1954 Drama, Authors French Drama, France Social life and customs 20th century Drama, Feature films, Historical films, Biographical films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Universal Pictures Home Entertainment,",[2018],balanced_by_year_and_usageclass
2020,8,127,Physical,Horizon,BOOK,"My sister, the serial killer : a novel / Oyinkan Braithwaite.",,"Braithwaite, Oyinkan","Sisters Fiction, Serial murderers Fiction, Satirical literature","Doubleday,",[2018],balanced_by_year_and_usageclass
2020,9,123,Physical,Horizon,BOOK,"Comics Squad : recess! / edited by Jennifer L. Holm, Matthew Holm, and Jarrett J. Krosoczka ; comics by Jennifer L. Holm & Matthew Holm, Jarrett J. Krosoczka, Dav Pilkey, Dan Santat, Raina Telgemeier & Dave Roman, Ursula Vernon, Eric Wight, Gene Luen Yang.",,,"School recess breaks Juvenile fiction, Schools Juvenile fiction, Humorous stories American, Childrens stories American, Recess Fiction, Humorous stories, Short stories, Graphic novels","Random House,",[2014],balanced_by_year_and_usageclass
2020,10,115,Physical,Horizon,SOUNDDISC,Colorado / Neil Young ; with Crazy Horse.,,"Young, Neil, 1945-","Rock music 2011 2020, Rock music","Reprise,",[2019],balanced_by_year_and_usageclass
2021,1,1345,Physical,Horizon,BOOK,The other Black girl : a novel / Zakiya Dalila Harris.,,"Harris, Zakiya Dalila | Harris, Zakiya Dalila,","African American women Fiction, Publishers and publishing Fiction, Conspiracies Fiction, Racism Fiction, New York N Y Fiction, Suspense fiction, Thrillers Fiction, Social problem fiction","Atria Books,",2021.,balanced_by_year_and_usageclass
2021,2,696,Physical,Horizon,BOOK,Concrete rose / Angie Thomas.,,"Thomas, Angie","African Americans Fiction, Teenage fathers Fiction, Gangs Fiction, African Americans Juvenile fiction, Teenage fathers Juvenile fiction, Gangs Juvenile fiction, Young adult fiction, Bildungsromans","Balzer + Bray, an imprint of HarperCollinsPublishers,",[2021],balanced_by_year_and_usageclass
2021,3,696,Physical,Horizon,BOOK,My new friend is so fun! / by Mo Willems.,,"Willems, Mo","Humorous stories, Best friends Juvenile fiction, Friendship Juvenile fiction, Animals Juvenile fiction","Hyperion Books for Children,",[2014],balanced_by_year_and_usageclass
2021,4,673,Physical,Horizon,BOOK,The overstory : a novel / Richard Powers.,,"Powers, Richard, 1957-","Trees Fiction, Nature fiction","W. W. Norton & Company,",[2018],balanced_by_year_and_usageclass
2021,5,526,Physical,Horizon,BOOK,My Monticello : fiction / Jocelyn Nicole Johnson.,,"Johnson, Jocelyn Nicole","African Americans Social conditions 21st century Fiction, African Americans Fiction, Monticello Va Fiction, Virginia Fiction, Short stories, Novellas","Henry Holt and Company,",2021.,balanced_by_year_and_usageclass
2021,6,335,Physical,Horizon,BOOK | SOUNDDISC,My heart is a chainsaw / Stephen Graham Jones.,,"Jones, Stephen Graham, 1972-","Horror films Fiction, Psychic trauma Fiction, Teenage girls Fiction, Abused children Fiction, Indigenous peoples Idaho Fiction, Murder Fiction, Revenge Fiction, Horror fiction, Thrillers Fiction, Audiobooks | Horror films Fiction, Psychic trauma Fiction, Teenage girls Fiction, Abused children Fiction, Revenge Fiction, Idaho Fiction, Horror fiction, Thrillers Fiction","Saga Press, | Simon & Schuster Audio,",[2021],balanced_by_year_and_usageclass
2021,7,324,Physical,Horizon,BOOK,The Pepper Thai cookbook / Pepper Teigen with Garrett Snyder.,,"Teigen, Pepper | Teigen, Pepper,","Cooking Thai, Cookbooks","Clarkson Potter/Publishers,",[2021],balanced_by_year_and_usageclass
2021,8,290,Physical,Horizon,BOOK,Nadiya bakes / Nadiya Hussain ; photography by Chris Terry.,,"Hussain, Nadiya","Bread, Cookies, Pies, Baking, Cookbooks","Clarkson Potter/Publishers,",[2021],balanced_by_year_and_usageclass
2021,9,241,Physical,Horizon,BOOK,The Paris library : a novel / Janet Skeslien Charles.,,"Skeslien Charles, Janet","American Library in Paris Fiction, Women librarians Fiction, World War 1939 1945 France Fiction, Paris France History 1940 1944 Fiction, France History German occupation 1940 1945 Fiction, Montana Fiction, War stories, Historical fiction, War fiction, Historical fiction","Atria Books,",2021.,balanced_by_year_and_usageclass
2021,10,198,Physical,Horizon,VIDEODISC,My neighbor Totoro / Gkids ; a Studio Ghibli production ; Tokuma Shoten ; original story and screenplay by Hayao Miyazaki ; directed by Hayao Miyazaki.,,,"Sisters Juvenile drama, Fathers and daughters Juvenile drama, Spirits Juvenile drama, Animals Mythical Juvenile drama, Japan Juvenile drama, Feature films, Fantasy films, Action and adventure films, Childrens films, Animated films, Fiction films, Motion pictures Japanese, Video recordings for the hearing impaired","Shout! Factory,",[2017],balanced_by_year_and_usageclass
2022,1,758,Physical,Horizon,BOOK | SOUNDDISC,The Paris apartment : a novel / Lucy Foley.,"0063003058, 0063252112, 9780063003057, 9780063252110 | 0063003090, 0063260786, 9780063003095, 9780063260788","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Mystery fiction, Suspense fiction, Audiobooks, Psychological fiction, Thrillers Fiction | Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","Harper Audio, | William Morrow, an imprint of HarperCollinsPublishers,",2022. | [2022],balanced_by_year_and_usageclass
2022,2,573,Physical,Horizon,BOOK,The overstory : a novel / Richard Powers.,"039363552X, 9780393635522 | 1432897802, 9781432897802","Powers, Richard, 1957-","Trees Fiction, Nature fiction | Trees Symbolic aspects Fiction, Deforestation Fiction, Nature Effect of human beings on Fiction, Forest conservation Fiction, Environmental protection Fiction, Human plant relationships Fiction, Large type books, Ecofiction","Thorndike Press, | W. W. Norton & Company,",2022. | [2018],balanced_by_year_and_usageclass
2022,3,510,Physical,Horizon,BOOK,My money my way : taking back control of your financial life / Kumiko Love.,"0593418840, 9780593418840, 9780593418857","Love, Kumiko","Finance Personal, Money, Self doubt, Debt, Women Finance Personal","Portfolio,",[2022],balanced_by_year_and_usageclass
2022,4,490,Physical,Horizon,BOOK,My new friend is so fun! / by Mo Willems.,"1423179587, 9781423179580","Willems, Mo","Humorous stories, Best friends Juvenile fiction, Friendship Juvenile fiction, Animals Juvenile fiction","Hyperion Books for Children,",[2014],balanced_by_year_and_usageclass
2022,5,440,Physical,Horizon,BOOK | SOUNDDISC,The passenger / Cormac McCarthy.,"0307268993, 9780307268990 | 0593663551, 9780593663554 | 0739368788, 9780739368787","McCarthy, Cormac, 1933-","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels | Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels | Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Alfred A. Knopf, | Random House Audio, | Random House Large Print,",2022. | [2022],balanced_by_year_and_usageclass
2022,6,426,Physical,Horizon,BOOK,My Monticello : fiction / Jocelyn Nicole Johnson.,"1250807158, 9781250807151, 9781250807168 | 1432894129, 9781432894122","Johnson, Jocelyn Nicole","African Americans Social conditions 21st century Fiction, African Americans Fiction, Monticello Va Fiction, Virginia Fiction, Large type books, Short stories, Novellas | African Americans Social conditions 21st century Fiction, African Americans Fiction, Monticello Va Fiction, Virginia Fiction, Short stories, Novellas","Henry Holt and Company, | Thorndike Press, a part of Gale, a Cengage Company,",2021. | 2022.,balanced_by_year_and_usageclass
2022,7,373,Physical,Horizon,BOOK | SOUNDDISC,The paper palace / Miranda Cowley Heller.,"0593329821, 0593419073, 9780593329825, 9780593329849, 9780593419076 | 0593412494, 9780593412497 | 0593414357, 9780593414354","Cowley Heller, Miranda","Adultery Fiction, First loves Fiction, Family secrets, Life change events Fiction, Man woman relationships Fiction, Families Fiction, Desire Fiction, Domestic fiction, Love stories, Romance fiction, Psychological fiction, Novels | Adultery Fiction, Middle aged women Fiction, First loves Fiction, Family secrets Fiction, Life change events Fiction, Man woman relationships Fiction, Families Fiction, Desire Fiction, Cape Cod Mass Fiction, Domestic fiction, Love stories, Audiobooks, Romance fiction, Psychological fiction | Families Fiction, Middle aged women Fiction, Desire Fiction, Adultery Fiction, First loves Fiction, Betrayal Fiction, Large type books, Cape Cod Mass Fiction, Romance fiction, Psychological fiction, Novels","Penguin Random House Audio, | Random House Large Print, | Riverhead Books,",2021. | [2021],balanced_by_year_and_usageclass
2022,8,342,Physical,Horizon,VIDEODISC,"The outfit / directed by Graham Moore ; written by Graham Moore & Johnathan McClain ; produced by Scoop Wasserstein, Amy Jackson, Ben Browning ; a Focus Features presentation ; in association with FilmNation Entertainment ; a Scoop Productions/Unified Theory production.",,,"Tailors Drama, Organized crime Drama, Feature films, Crime films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Universal,",[2022],balanced_by_year_and_usageclass
2022,9,301,Physical,Horizon,BOOK,The palace papers : inside the House of Windsor--the truth and the turmoil / Tina Brown.,"0593138090, 9780593138090 | 0593612515, 9780593612514","Brown, Tina","Windsor House of, Elizabeth II Queen of Great Britain 1926 2022, Elizabeth II Queen of Great Britain 1926 Family, Great Britain Kings and rulers Biography, Biographies | Windsor House of, Elizabeth II Queen of Great Britain 1926 2022, Elizabeth II Queen of Great Britain 1926 Family, Great Britain Kings and rulers Biography, Large type books, Biographies | Windsor House of, Elizabeth II Queen of Great Britain 1926, Elizabeth II Queen of Great Britain 1926 Family, Great Britain Kings and rulers Biography, Biographies | Windsor House of, Elizabeth II Queen of Great Britain 1926, Elizabeth II Queen of Great Britain 1926 Family, Great Britain Kings and rulers Biography, Large type books, Biographies","Crown, | Random House Large Print,",[2022],balanced_by_year_and_usageclass
2022,10,256,Physical,Horizon,BOOK,My friend is sad / by Mo Willems.,"1423102975, 9781423102977","Willems, Mo","Gerald Fictitious character Willems Juvenile fiction, Piggie Fictitious character Willems Juvenile fiction, Pigs Fiction, Elephants Juvenile fiction, Emotions Juvenile fiction, Friendship Fiction","Hyperion Books for Children,",2007.,balanced_by_year_and_usageclass
2023,1,1002,Physical,Horizon,BOOK | SOUNDDISC,The passenger / Cormac McCarthy.,"0307268993, 9780307268990 | 0593663551, 9780593663554 | 0739368788, 9780739368787","McCarthy, Cormac, 1933- | McCarthy, Cormac, 1933-2023,","Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Coastal surveillance Fiction, Southern States Fiction, Mississippi Fiction, Large type books, Action and adventure fiction, Thrillers Fiction, Historical fiction, Novels | Divers Fiction, Aircraft accidents Fiction, Conspiracies Fiction, Siblings Fiction, Southern States Fiction, Historical fiction, Novels | Divers Fiction, Aircraft accidents Investigation Fiction, Conspiracies Fiction, Siblings Fiction, Grief Fiction, Southern States Fiction, FICTION Psychological, FICTION Action Adventure, FICTION Sagas, FICTION Literary, Audiobooks, Psychological fiction","Alfred A. Knopf, | Random House Audio, | Random House Large Print,",2022. | [2022],balanced_by_year_and_usageclass
2023,2,795,Physical,Horizon,BOOK,Confidence : a novel / Rafael Frumkin.,"1982189738, 9781982189730","Frumkin, Rafael","Swindlers and swindling Fiction, Gay men Fiction, Corporations Fiction, American Dream Fiction, Humorous fiction, Gay fiction, Novels","Simon & Schuster,",2023.,balanced_by_year_and_usageclass
2023,3,727,Physical,Horizon,BOOK,"Congratulations, the best is over! : essays / R. Eric Thomas.","0593496264, 9780593496268, 9780593496275","Thomas, R. Eric","Thomas R Eric, Authors American Biography, African American gay men Biography, Middle age Humor, Baltimore Md Biography, Essays, Autobiographies, Humor","Ballantine Books,",[2023],balanced_by_year_and_usageclass
2023,4,344,Physical,Horizon,BOOK | SOUNDDISC,The Paris apartment : a novel / Lucy Foley.,"0063003058, 0063252112, 9780063003057, 9780063252110 | 0063003090, 0063260786, 9780063003095, 9780063260788","Foley, Lucy (Novelist)","Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Mystery fiction, Suspense fiction, Audiobooks, Psychological fiction, Thrillers Fiction | Brothers Fiction, Missing persons Fiction, Apartment houses Fiction, Paris France Fiction, Suspense fiction, Detective and mystery fiction, Novels, Psychological fiction, Thrillers Fiction","Harper Audio, | William Morrow, an imprint of HarperCollinsPublishers,",2022. | [2022],balanced_by_year_and_usageclass
2023,5,304,Physical,Horizon,VIDEODISC,"Confess, Fletch / Miramax presents ; a film by Greg Mottola ; produced by Connie Tavel, Bill Block, Jon Hamm ; screenplay by Greg Mottola and Zev Borow ; directed by Greg Mottola.","631895564X, 9786318955645",,"Suspects Criminal investigation Drama, Murder Investigation Drama, Art thefts Drama, Crime Drama, Comedy films, Crime films, Feature films, Fiction films, Film adaptations, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Paramount,",[2023],balanced_by_year_and_usageclass
2023,6,299,Physical,Horizon,BOOK,My new friend is so fun! / by Mo Willems.,"1423179587, 9781423179580","Willems, Mo","Humorous stories, Best friends Juvenile fiction, Friendship Juvenile fiction, Animals Juvenile fiction","Hyperion Books for Children,",[2014],balanced_by_year_and_usageclass
2023,7,263,Physical,Horizon,BOOK,Confidence man : the making of Donald Trump and the breaking of America / Maggie Haberman.,"0593297342, 0593653009, 9780593297346, 9780593297353, 9780593653005 | 0593632729, 9780593632727","Haberman, Maggie","Trump Donald 1946, Presidents United States Biography, Businesspeople United States Biography, Trump Donald 1946 Friends and associates, Trump Organization New York N Y, United States Politics and government 2009 2017, Biographies | Trump Donald 1946, Trump Donald 1946 Friends and associates, Trump Organization New York N Y, Presidents United States Biography, Businesspeople United States Biography, United States Politics and government 2009 2017, Large type books, Biographies","Penguin Press, | Random House Large Print,",2022. | [2022],balanced_by_year_and_usageclass
2023,8,234,Physical,Horizon,BOOK,My friend is sad / by Mo Willems.,"1423102975, 9781423102977","Willems, Mo","Gerald Fictitious character Willems Juvenile fiction, Piggie Fictitious character Willems Juvenile fiction, Pigs Fiction, Elephants Juvenile fiction, Emotions Juvenile fiction, Friendship Fiction | Gerald Fictitious character from Willems Juvenile fiction, Piggie Fictitious character from Willems Juvenile fiction, Pigs Fiction, Elephants Juvenile fiction, Emotions Juvenile fiction, Friendship Fiction","Hyperion Books for Children,",2007.,balanced_by_year_and_usageclass
2023,9,231,Physical,Horizon,BOOK | REGPRINT,The personal librarian / Marie Benedict and Victoria Christopher Murray.,"0593101537, 9780593101537, 9780593101551 | 0593414241, 1648383300, 9780593414248, 9781648383304","Benedict, Marie","Greene Belle da Costa Fiction, African American women Fiction, Women librarians Fiction, Passing Identity Fiction, Pierpont Morgan Library Fiction, New York N Y History 1898 1951 Fiction, Large type books, FICTION Biographical, FICTION African American Black Women, FICTION Historical General, Biographical fiction, Historical fiction, Novels | Greene Belle da Costa Fiction, African American women librarians Biography Fiction, Passing Identity Fiction, Biographical fiction, Biographical fiction, Historical fiction","Berkley, | Random House Large Print,",[2021],balanced_by_year_and_usageclass
2023,10,150,Physical,Horizon,BOOK,The overstory : a novel / Richard Powers.,"039363552X, 9780393635522 | 1432897802, 9781432897802","Powers, Richard, 1957-","Trees Fiction, Nature fiction | Trees Symbolic aspects Fiction, Deforestation Fiction, Nature Effect of human beings on Fiction, Forest conservation Fiction, Environmental protection Fiction, Human plant relationships Fiction, Large type books, Ecofiction","Thorndike Press, | W. W. Norton & Company,",2022. | [2018],balanced_by_year_and_usageclass
2024,1,1238,Physical,Horizon,BOOK,The Paris novel / Ruth Reichl.,"0593862074, 9780593862070 | 0812996305, 9780812996302, 9780812996319","Reichl, Ruth","Mothers and daughters Fiction, Inheritance and succession Fiction, Paris France Fiction, Self realization in women Fiction, Domestic fiction, Domestic fiction, Historical fiction, Novels | Paris France Fiction, Self realization in women Fiction, Inheritance and succession Fiction, Mothers Death Fiction, Travel Fiction, Large type books, Novels, Large print books","Random House Large Print, | Random House,",[2024],balanced_by_year_and_usageclass
2024,2,381,Physical,Horizon,BOOK,The other significant others : reimagining life with friendship at the center / Rhaina Cohen.,"1250280915, 9781250280916, 9781250280923","Cohen, Rhaina","Friendship, Conduct of life","St. Martin's Press,",2024.,balanced_by_year_and_usageclass
2024,3,357,Physical,Horizon,BOOK,My new friend is so fun! / by Mo Willems.,"1423179587, 9781423179580","Willems, Mo","Humorous stories, Best friends Juvenile fiction, Friendship Juvenile fiction, Animals Juvenile fiction","Hyperion Books for Children,",[2014],balanced_by_year_and_usageclass
2024,4,283,Physical,Horizon,BOOK,My name is Barbra / Barbra Streisand.,"0525429522, 0698405250, 9780525429524, 9780698405257","Streisand, Barbra","Streisand Barbra, Singers United States Biography, Motion picture actors and actresses United States Biography, Women motion picture producers and directors United States Biography, Motion picture producers and directors United States Biography, Autobiographies","Viking, an imprint of Penguin Random House LLC,",[2023],balanced_by_year_and_usageclass
2024,5,221,Physical,Horizon,BOOK,Colored television / Danzy Senna.,"0593544374, 9780593544372","Senna, Danzy","Authors Fiction, Life change events Fiction, Los Angeles Calif Fiction, African American women Fiction, African Americans Fiction, Domestic fiction, Black humor, Novels","Riverhead Books,",2024.,balanced_by_year_and_usageclass
2024,6,214,Physical,Horizon,BOOK,Coming home / Brittney Griner with Michelle Burford.,"0593801342, 9780593801345, 9780593801352","Griner, Brittney","Griner Brittney, African American basketball players Biography, Women basketball players United States Biography, Basketball players United States Biography, Womens National Basketball Association, National Collegiate Athletic Association, Prisoners Russia Biography, Hostages Russia Biography, Autobiographies","Alfred A. Knopf,",2024.,balanced_by_year_and_usageclass
2024,7,192,Physical,Horizon,BOOK | LARGEPRINT,Come and get it : a novel / Kiley Reid.,"0593328205, 0593716175, 9780593328200, 9780593328217, 9780593716175 | 0593792580, 9780593792582","Reid, Kiley","College students Fiction, Decision making Fiction, Friendship Fiction, Campus fiction, Novels | College teachers Fiction, College students Fiction, Decision making Fiction, Friendship Fiction, Young adults Fiction, Social classes Fiction, Interpersonal relations Fiction, Arkansas Fiction, Large type books, Campus fiction, Psychological fiction, Novels, Large print books","G. P. Putnam's Sons, | Random House Large Print,",[2024],balanced_by_year_and_usageclass
2024,8,180,Physical,Horizon,BOOK,The Paris Novel,"0812996305, 9780812996302","Reichl, Ruth",,Random House Inc,2024,balanced_by_year_and_usageclass
2024,9,152,Physical,Horizon,BOOK,Construction site : taking flight! / Sherri Duskey Rinker and AG Ford.,"1797221922, 9781797221922","Rinker, Sherri Duskey","Construction equipment Juvenile fiction, Airports Juvenile fiction, Stories in rhyme, Toy and movable books Specimens, Stories in rhyme, Toy and movable books, Picture books","Chronicle Books,",[2023],balanced_by_year_and_usageclass
2024,10,150,Physical,Horizon,BOOK,Come together : the science (and art!) of creating lasting sexual connections / Emily Nagoski.,"0593500822, 9780593500828, 9780593500842","Nagoski, Emily","Sexual excitement, Sex Psychology, Interpersonal relations, Self help publications","Ballantine Books,",[2024],balanced_by_year_and_usageclass
2025,1,1028,Physical,Horizon,BOOK | LARGEPRINT,The Paris Express : a novel / Emma Donoghue.,"1420522671, 9781420522679 | 1668082799, 9781668082799","Donoghue, Emma, 1969-","Railroad accidents Fiction, Passenger trains Fiction, Railroad travel Fiction, Montparnasse Paris France Fiction, Paris France 19th century Fiction, France 19th century Fiction, Large type books, Historical fiction, Large print books | Railroad travel Fiction, Railroad accidents Fiction, Montparnasse Paris France Fiction, Historical fiction, Novels","Summit Books, | Thorndike Press, a part of Gale, a Cengage Company,",2025.,balanced_by_year_and_usageclass
